"order_id","order_item_id","product_id","seller_id","shipping_limit_date","price","freight_value"
"00125cb692d04887809806618a2a145f",1,"1c0c0093a48f13ba70d0c6b0a9157cb7","41b39e28db005d9731d9d485a83b4c38",2017-03-29 13:05:42,109.90,25.51
"00130c0eee84a3d909e75bc08c5c3ca1",1,"89321f94e35fc6d7903d36f74e351d40","16090f2ca825584b5a147ab24aa30c86",2018-06-14 05:16:24,27.90,7.94
"0013503b13da1eac686219390b7d641b",1,"38afdf723b95d455b418a0f57d623c6b","1554a68530182680ad5c8b042c3ab563",2017-12-13 03:16:36,119.90,17.32
"00137e170939bba5a3134e2386413108",1,"672e757f331900b9deea127a2a7b79fd",e59aa562b9f8076dd550fcddf0e73491,2017-11-30 06:30:55,397.00,24.65
"001427c0ec99cf8af737bd88e92fd444",1,"28b4eced95a52d9c437a4caf9d311b95","77530e9772f57a62c906e1c21538ab82",2018-04-12 19:08:28,59.90,23.35
"00143d0f86d6fbd9f9b38ab440ac16f5",1,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:52,21.33,15.10
"00143d0f86d6fbd9f9b38ab440ac16f5",2,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:52,21.33,15.10
"00143d0f86d6fbd9f9b38ab440ac16f5",3,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:52,21.33,15.10
"0014ae671de39511f7575066200733b7",1,"23365beed316535b4105bd800c46670e","92eb0f42c21942b6552362b9b114707d",2017-05-29 03:15:24,16.50,14.10
"0015ebb40fb17286bea51d4607c4733c",1,"50fd2b788dc166edd20512370dac54df","8b321bb669392f5163d04c59e235e066",2018-01-18 09:11:24,21.90,15.10
"00169e31ef4b29deaae414f9a5e95929",1,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,2018-01-23 03:35:47,39.00,16.11
"0016dfedd97fc2950e388d2971d718c7",1,"4089861a1bd4685da70bddd6b4f974f1",a35124e2d763d7ca3fbe3b97d143200f,2017-05-05 10:05:12,49.75,20.80
"0017afd5076e074a48f1f1a4c7bac9c5",1,fe59a1e006df3ac42bf0ceb876d70969,"25c5c91f63607446a97b143d2d535d31",2017-04-24 22:25:19,809.10,44.29
"001862358bf858722e1e2ae000cfed8b",1,c6dd917a0be2a704582055949915ab32,"7a67c85e85bb2ce8582c35f2203ad736",2018-02-13 19:10:37,99.99,13.72
"0019c29108428acffd089c36103c9440",1,"28b4eced95a52d9c437a4caf9d311b95","77530e9772f57a62c906e1c21538ab82",2018-03-12 06:50:26,59.90,19.95
"001ab0a7578dd66cd4b0a71f5b6e1e41",1,"0b0172eb0fd18479d29c3bc122c058c2","5656537e588803a555b8eb41f07a944b",2018-01-04 02:33:42,24.89,17.63
"001ab0a7578dd66cd4b0a71f5b6e1e41",2,"0b0172eb0fd18479d29c3bc122c058c2","5656537e588803a555b8eb41f07a944b",2018-01-04 02:33:42,24.89,17.63
"001ab0a7578dd66cd4b0a71f5b6e1e41",3,"0b0172eb0fd18479d29c3bc122c058c2","5656537e588803a555b8eb41f07a944b",2018-01-04 02:33:42,24.89,17.63
"001ac194d4a326a6fa99b581e9a3d963",1,dbaee28f4ee64465838a229582d77520,ffc470761de7d0232558ba5e786e57b7,2018-07-10 02:51:10,54.00,8.54
"001b76dd48a5b1eee3e87778daa40df8",1,dbb67791e405873b259e4656bf971246,"9c0e69c7bf2619675bbadf47b43f655a",2018-04-02 17:50:17,81.99,13.01
"001c85b5f68d2be0cb0797afc9e8ce9a",1,"84f456958365164420cfc80fbe4c7fab","4a3ca9315b744ce9f8e9374361493884",2017-11-29 22:38:47,99.00,13.71
"001d8f0e34a38c37f7dba2a37d4eba8b",1,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-05-18 17:35:11,18.99,7.78
"001d8f0e34a38c37f7dba2a37d4eba8b",2,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-05-18 17:35:11,18.99,7.78
"001daeb0eddc45b999bad0801ad9d273",1,"30c01cc81c9eb80469371743813789cc",f45122a9ab94eb4f3f8953578bc0c560,2017-05-25 02:15:20,38.33,16.79
"001dbc16dc51075e987543d23a0507c7",1,"777d2e438a1b645f3aec9bd57e92672c","4a3ca9315b744ce9f8e9374361493884",2017-02-01 13:17:57,69.90,18.00
"001e7ba991be1b19605ca0316e7130f9",1,"884fa3cd42986ba480ea2f8ae4e25ff7","3340ef1913fb70d28420f6ceb685c339",2017-03-23 11:47:37,195.00,18.21
"001e7cf2ad6bef3ade12ebc56ceaf0f3",1,bdcf6a834e8faa30dac3886c7a58e92e,"2a84855fd20af891be03bc5924d2b453",2018-05-22 10:59:50,35.90,15.20
"0020262c8a370bd5a174ea6a2a267321",1,a5341e3f8155dbb3e62323d3ea289729,ff063b022a9a0aab91bad2c9088760b7,2017-12-04 09:58:07,79.50,21.05
"0020a222f55eb79a372d0efee3cca688",1,e19ddcc85537b41f22116c8d5425ef46,"8a32e327fe2c1b3511609d81aaf9f042",2017-08-21 03:03:44,29.99,15.10
"002175704e8b209f61b9ad5cfd92b60e",1,e6b6e13cf71449a457269f425b89dc74,b2ba3715d723d245138f291a6fe42594,2018-04-26 12:30:57,109.90,13.21
"00229e4e43f7a7e0b9dd819ad43268d3",1,"13fcfc313dfb2217e5ee3000a702f9ef",c3cfdc648177fdbbbb35635a37472c53,2018-04-10 16:50:11,74.90,16.49
"0025081dcf9330f9a5052ae82c6ce396",1,"4e3f399366b0047a572b6682f9bb166e","5f3ae9136c875522250f8184f253413a",2018-04-02 16:35:20,14.95,18.23
"00254baeb6c932b0a8aeead91fbd02b5",1,"18901878788fec7ddc55e64d1ace8187",e8b4225284fbb02d16f200513f1f395d,2018-05-14 22:14:46,149.90,43.11
"00259a44fcad3fc0474329e925d14fc3",1,"0c4d0a08f95c7b7dc5dc7402bfdafd4c","9f505651f4a6abe901a56cdc21508025",2018-01-03 17:59:35,19.99,14.10
"0025c5d1a8ca53a240ec2634bb4492ea",1,"35537536ed2b4c561b4018bf3abf54e0","955fee9216a65b617aa5c0531780ce60",2018-07-10 09:30:09,390.00,29.39
"002611a77fe03d076285fd4ca95db77c",1,fe077ec80df6b4ee60bb4498d5ab1962,"87142160b41353c4e5fca2360caf6f92",2018-03-07 02:49:09,135.00,21.75
"002691433f09002ac9ca0c4e8dbb8ead",1,"430d215740da7fdda91cc938f8fd92f6","0887a9f087bcd5d9f6642b52f897fc6c",2017-02-06 21:18:03,104.00,16.43
"0026a368634b6e6f34f33b1499773a30",1,"892832da5b05b0f54578e1f14f193c22","12b9676b00f60f3b700e83af21824c0e",2017-11-10 21:26:45,149.00,15.80
"00275bce676303c3bfd7292aefdfa223",1,"6490b9f63b0b595e1c1402b46b0f50ad","99eaacc9e6046db1c82b163c5f84869f",2017-12-04 03:32:47,279.90,13.46
"00276d5c3491fbf55305e26891040df9",1,"71c89e9d8fa274b017279aa322cd0e19","8f78f0903005064036736c7173a5c2ed",2018-02-27 11:55:57,44.90,23.22
"002834535f7a609a5c68266f173fa59e",1,df3655ac9aa8c6cbfa63bdd8d3b09c50,ea8482cd71df3c1969d7b9473ff13abc,2018-07-26 17:44:36,37.99,19.18
"0028de0ca693a1bb26448916a81105cc",1,"059344baebbeaa42fa9f2bbe11b1583e","955fee9216a65b617aa5c0531780ce60",2018-08-21 03:35:17,29.99,15.31
"002955b0acc63d04f6724a31967e82bd",1,d9bdf643d95cb89844c0da1a0df1d16e,"058fd0aa2bfdb2274e05e1ae971dabb6",2017-12-22 15:51:31,120.00,15.59
"0029c5db35ef291ce99d1262012e7daa",1,"7614c62b86a81021243e438cfde78ccc","900ba814c251a692506d7834c1218441",2018-09-03 03:50:23,492.75,21.62
"0029f17cf0e7640c5cb6825af681303f",1,"01c666c82f414c762ad21bffa56e8b49",d3dcf0604eabf0224fbd5948b5e02f69,2018-05-08 12:14:52,94.90,18.54
"002af7fa9eb99d1456bceb6a13d6fc0b",1,c2ece64199af7a53793ed9612a89a8cd,"6c7d50c24b3ccd2fd83b44d8bb34e073",2018-02-22 19:46:50,88.34,21.11
"002b430ff89b3a24c31a1170acbbedea",1,cc47c0863559499f01b4cad750929d10,"7a67c85e85bb2ce8582c35f2203ad736",2017-06-26 22:10:14,199.99,65.56
"002b4e6fa42cd4a22cc86abc18fe9c05",1,a6f449f6257f26e556013151cee46b4b,b1a81260566c1bac3114a6d124413f27,2018-03-15 10:35:37,99.90,19.67
"002c9def9c9b951b1bec6d50753c9891",1,"2d9ff06c8870a518f5f6909774e140fb","00720abe85ba0859807595bbf045a33b",2018-05-21 17:32:03,78.00,8.90
"002c9def9c9b951b1bec6d50753c9891",2,"2d9ff06c8870a518f5f6909774e140fb","00720abe85ba0859807595bbf045a33b",2018-05-21 17:32:03,78.00,8.90
"002d040018d12a3853c059f7f23ab5b1",1,"97c58626cc3e15d514d2095f69650220",fe2032dab1a61af8794248c8196565c9,2017-11-27 03:47:23,155.00,14.84
"002f16b7bc4530031b7d90f791b12d8a",1,d54c5b81fc2b38707588dd4eddc7c594,"0241d4d5d36f10f80c644447315af0bd",2018-07-04 17:11:12,249.90,34.23
"002f19a65a2ddd70a090297872e6d64e",1,"9eae06d51aaa383b2bed5547a19d581c","1835b56ce799e6a4dc4eddc053f04066",2018-03-27 13:15:27,53.98,23.31
"002f98c0f7efd42638ed6100ca699b42",1,d41dc2f2979f52d75d78714b378d4068,"7299e27ed73d2ad986de7f7c77d919fa",2017-08-10 09:30:15,8.99,32.57
"002f98c0f7efd42638ed6100ca699b42",2,"880be32f4db1d9f6e2bec38fb6ac23ab",fa40cc5b934574b62717c68f3d678b6d,2017-08-10 09:30:15,44.90,7.16
"0030d783f979fbc5981e75613b057344",1,ae27a5524edb2c8dc4656c670f458fb7,"8e6cc767478edae941d9bd9eb778d77a",2017-11-29 23:13:38,60.60,17.67
"0030ff924c38549807645976adeef2c0",1,bd7cab8de4d7943286634023cc06f8ff,"855668e0971d4dfd7bef1b6a4133b41b",2018-04-06 17:10:21,225.00,67.24
"00310b0c75bb13015ec4d82d341865a4",1,c8e7c2ef329fcda4a233e7e2f8bb8b7d,a2deecd5398f5df4987110c80a1972a3,2018-08-17 15:04:25,39.90,15.38
"00324b3eda39ba5ecce3945823e3594c",1,"54e5063e43f27f747d592eb24e913150","0dd184061fb0eaa7ca37932c68ab91c5",2018-04-17 09:12:11,76.00,34.07
"0032d07457ae9c806c79368d7d9ce96b",1,"08279c494018541f71443c07d77560f8",e333046ce6517bd8bb510291d44f0130,2018-03-15 19:28:51,159.00,27.19
"003324c70b19a16798817b2b3640e721",1,"2b939dc9b176d7fa21594d588815d4a4",dbc22125167c298ef99da25668e1011f,2017-05-24 19:22:34,102.90,14.45
"003324c70b19a16798817b2b3640e721",2,"2b939dc9b176d7fa21594d588815d4a4",dbc22125167c298ef99da25668e1011f,2017-05-24 19:22:34,102.90,14.45
"00335b686d693c7d72deeb12f8e89227",1,"87b08e712cc4c9fe70984c5a24b29e2f",f00e21b1e91a79653163b7fd8f293ff1,2017-07-28 03:45:26,63.90,16.89
"00335f75ea6a4455b524a8dd177067f5",1,e1bf2f209fd2b08e1af3ed71732d9008,"70c27847eca8195c983ed7e798c56743",2018-05-02 22:10:29,168.80,8.21
"00337fe25a3780b3424d9ad7c5a4b35e",1,"1f9799a175f50c9fa725984775cac5c5",cfb1a033743668a192316f3c6d1d2671,2017-09-29 17:50:16,59.90,9.94
"00337fe25a3780b3424d9ad7c5a4b35e",2,"13944d17b257432717fd260e69853140",cfb1a033743668a192316f3c6d1d2671,2017-09-29 17:50:16,59.90,9.94
"003423b755b562962a6225a8de40d12e",1,"84904413b82eee333a3f79137e8d197e","23c38debaffe4a25a30fdbd9b586a13f",2018-07-18 04:25:09,232.75,28.58
"00345f338696283410b7977d2e3efc89",1,"0f2fd0a589cb7849c1dbedbd4109c2f8","516e7738bd8f735ac19a010ee5450d8d",2018-08-23 15:11:40,48.90,18.44
"0035246a40f520710769010f752e7507",1,"8a6187b2665118d5095f99a25fd7ba7a","4a3ca9315b744ce9f8e9374361493884",2017-08-23 01:25:39,87.00,12.11
"0035c0b07126fe9c24a325216fb96064",1,ec02a5d380128f7a188e9ce8f3ddd832,"8444e55c1f13cd5c179851e5ca5ebd00",2017-12-12 01:29:45,131.90,18.54
"0035e6b7ade84b3f5b86bd49814793df",1,"71a5f1c2a5fd9889ef26b5ac22aec9c6","537eb890efff034a88679788b647c564",2018-02-27 03:31:08,19.90,14.10
"0036757472ece3dde52fd4bfd929c90e",1,"4c1bbc12438daec98a77243c2bf7a3ba","7c67e1448b00f6e969d365cea6b010ab",2018-08-08 15:10:11,136.99,66.04
"0036887767dea4bd43b1a88cd0d9477a",1,"3a264b078bf20e98f315ff65c23fa263","46dc3b2cc0980fb8ec44634e21d2718e",2017-10-19 01:07:30,399.99,23.64
